episode,timestep,reward
23261, 2025000, 68.3191
23274, 2026500, 68.3586
23286, 2028000, 68.3587
23299, 2029500, 68.3442
23311, 2031000, 68.361
23324, 2032500, 68.3028
23337, 2034000, 68.3379
23349, 2035500, 68.2768
23362, 2037000, 64.1923
23374, 2038500, 68.3603
23387, 2040000, 68.3284
23400, 2041500, 68.299
23412, 2043000, 68.2226
23425, 2044500, 68.2595
23438, 2046000, 66.8545
23450, 2047500, 68.1785
23463, 2049000, 66.8409
23476, 2050500, 68.2239
23488, 2052000, 68.1991
23501, 2053500, 68.2077
23514, 2055000, 68.0156
23527, 2056500, 68.1747
23539, 2058000, 65.3355
23552, 2059500, 68.1659
23565, 2061000, 66.7577
23578, 2062500, 62.9791
23591, 2064000, 68.2205
23604, 2065500, 63.6819
23616, 2067000, 68.1918
23629, 2068500, 68.1641
23642, 2070000, 68.1984
23655, 2071500, 68.1937
23667, 2073000, 68.1935
23680, 2074500, 68.2132
23693, 2076000, 68.2346
23706, 2077500, 66.8546
23719, 2079000, 64.4795
23731, 2080500, 68.2739
23744, 2082000, 68.2193
23757, 2083500, 68.2781
23769, 2085000, 68.2807
23782, 2086500, 68.2034
23795, 2088000, 68.3009
23808, 2089500, 68.2304
23821, 2091000, 65.4983
23833, 2092500, 68.2853
23846, 2094000, 68.2533
23859, 2095500, 66.8298
23871, 2097000, 68.2749
23884, 2098500, 68.2342
23897, 2100000, 66.9372
23909, 2101500, 68.2097
23922, 2103000, 68.1878
23935, 2104500, 68.2028
23948, 2106000, 68.2488
23960, 2107500, 68.2242
23973, 2109000, 68.2925
23986, 2110500, 66.8458
23999, 2112000, 68.2503
24011, 2113500, 68.2017
24024, 2115000, 68.302
24037, 2116500, 65.4595
24050, 2118000, 68.2228
24062, 2119500, 68.2463
24075, 2121000, 68.2277
24088, 2122500, 68.1738
24101, 2124000, 68.2142
24113, 2125500, 68.1856
24126, 2127000, 68.1561
24139, 2128500, 68.1689
24152, 2130000, 65.4385
24165, 2131500, 68.1762
24178, 2133000, 68.1722
24190, 2134500, 68.1023
24203, 2136000, 68.2131
24216, 2137500, 68.2036
24229, 2139000, 68.2154
24242, 2140500, 68.2517
24254, 2142000, 68.2321
24267, 2143500, 65.3239
24280, 2145000, 66.8444
24293, 2146500, 68.1624
24306, 2148000, 68.1617
24319, 2149500, 68.1418
24331, 2151000, 68.2331
24344, 2152500, 66.7939
24357, 2154000, 65.3299
24370, 2155500, 68.1578
24383, 2157000, 68.1677
24396, 2158500, 68.1938
24409, 2160000, 63.0685
24422, 2161500, 68.2678
24435, 2163000, 66.8339
24448, 2164500, 68.1969
24461, 2166000, 65.2094
24473, 2167500, 67.8014
24486, 2169000, 68.2075
24499, 2170500, 68.2931
24512, 2172000, 68.2741
24524, 2173500, 68.2099
24537, 2175000, 68.2277
24550, 2176500, 68.2119
24563, 2178000, 68.1832
24576, 2179500, 68.1674
24589, 2181000, 68.1237
24602, 2182500, 62.2904
24615, 2184000, 67.8961
24628, 2185500, 68.2256
24640, 2187000, 68.2609
24653, 2188500, 68.2824
24666, 2190000, 68.3649
24679, 2191500, 68.2956
24691, 2193000, 68.3318
24704, 2194500, 68.4139
24717, 2196000, 68.3108
24729, 2197500, 68.3069
24742, 2199000, 68.3244
24755, 2200500, 68.3211
24767, 2202000, 68.2358
24780, 2203500, 68.2131
24793, 2205000, 68.3683
24806, 2206500, 68.2405
24819, 2208000, 65.4376
24832, 2209500, 68.1828
24844, 2211000, 68.2727
24857, 2212500, 68.2058
24870, 2214000, 68.2879
24883, 2215500, 66.7401
24896, 2217000, 64.9031
24909, 2218500, 65.3904
24922, 2220000, 66.7074
24934, 2221500, 68.2577
24947, 2223000, 66.8667
24960, 2224500, 68.1436
24973, 2226000, 68.211
24986, 2227500, 68.2162
24998, 2229000, 68.2123
25012, 2230500, 63.8333
25024, 2232000, 68.2247
25037, 2233500, 68.2884
25050, 2235000, 68.2847
25062, 2236500, 68.3224
25075, 2238000, 68.2983
25088, 2239500, 68.2453
25101, 2241000, 68.319
25113, 2242500, 68.29
25126, 2244000, 68.286
25139, 2245500, 68.3056
25151, 2247000, 68.2638
25164, 2248500, 63.6634
25177, 2250000, 68.3034
25190, 2251500, 68.3158
25203, 2253000, 68.2533
25215, 2254500, 68.296
25228, 2256000, 68.3356
25241, 2257500, 68.3404
25254, 2259000, 68.3002
25266, 2260500, 68.3387
25279, 2262000, 68.3305
25292, 2263500, 68.2576
25305, 2265000, 68.1933
25317, 2266500, 68.1979
25330, 2268000, 68.2363
25343, 2269500, 68.1824
25356, 2271000, 66.7453
25369, 2272500, 66.7315
25381, 2274000, 68.1492
25394, 2275500, 66.7682
25407, 2277000, 68.1272
25420, 2278500, 68.2317
25433, 2280000, 68.1856
25445, 2281500, 68.22
25458, 2283000, 68.2077
25471, 2284500, 68.1334
25484, 2286000, 68.2461
25496, 2287500, 66.6896
25509, 2289000, 68.1751
25522, 2290500, 68.2267
25535, 2292000, 68.1789
25548, 2293500, 68.1478
25561, 2295000, 68.1134
25573, 2296500, 68.1268
25586, 2298000, 68.1149
25599, 2299500, 66.7525
25612, 2301000, 68.0749
25625, 2302500, 68.1436
25638, 2304000, 68.0957
25651, 2305500, 68.131
25663, 2307000, 68.27
25676, 2308500, 68.1789
25689, 2310000, 68.2248
25702, 2311500, 68.2242
25715, 2313000, 68.2297
25728, 2314500, 68.2327
25741, 2316000, 68.2385
25754, 2317500, 68.1826
25766, 2319000, 68.2096
25779, 2320500, 68.1992
25792, 2322000, 68.179
25805, 2323500, 68.1306
25818, 2325000, 68.1907
25831, 2326500, 68.2576
25844, 2328000, 68.129
25857, 2329500, 68.2011
25870, 2331000, 68.1842
25883, 2332500, 68.1944
25896, 2334000, 68.157
25909, 2335500, 68.1493
25921, 2337000, 66.6755
25934, 2338500, 68.2149
25947, 2340000, 68.235
25960, 2341500, 68.1833
25973, 2343000, 68.0421
25986, 2344500, 68.1056
25999, 2346000, 68.0622
26012, 2347500, 68.0007
26025, 2349000, 68.092
26038, 2350500, 68.1247
26051, 2352000, 68.1102
26064, 2353500, 68.1522
26077, 2355000, 68.2107
26090, 2356500, 68.2063
26103, 2358000, 68.1281
26116, 2359500, 68.0805
26128, 2361000, 68.1995
26141, 2362500, 68.1769
26154, 2364000, 68.1174
26168, 2365500, 64.2154
26181, 2367000, 65.6754
26194, 2368500, 68.0986
26207, 2370000, 68.0691
26222, 2371500, 51.585
26236, 2373000, 63.5453
26250, 2374500, 60.1114
26266, 2376000, 40.6158
26286, 2377500, 12.3709
26305, 2379000, 12.2275
26323, 2380500, 10.842
26341, 2382000, 12.5131
26360, 2383500, 10.2184
26380, 2385000, 9.2047
26399, 2386500, 8.7074
26419, 2388000, 6.3043
26438, 2389500, 8.4573
26458, 2391000, 10.5092
26475, 2392500, 11.2784
26494, 2394000, 10.9603
26513, 2395500, 12.9788
26532, 2397000, 10.6684
26551, 2398500, 11.0162
26569, 2400000, 13.1641
26589, 2401500, 10.7665
26608, 2403000, 12.2654
26625, 2404500, 16.2946
26643, 2406000, 17.2584
26660, 2407500, 16.0314
26678, 2409000, 13.1459
26696, 2410500, 13.7682
26713, 2412000, 20.6575
26730, 2413500, 20.912
26747, 2415000, 19.8859
26765, 2416500, 14.1388
26782, 2418000, 18.8379
26797, 2419500, 21.7866
26813, 2421000, 21.2903
26829, 2422500, 21.2681
26845, 2424000, 19.5861
26862, 2425500, 19.5905
26877, 2427000, 21.2881
26893, 2428500, 23.1664
26907, 2430000, 25.3854
26921, 2431500, 21.6892
26935, 2433000, 26.4673
26944, 2434500, 25.1436
26951, 2436000, 28.7876
26964, 2437500, 27.2293
26978, 2439000, 26.936
26991, 2440500, 24.6834
27005, 2442000, 25.4039
27017, 2443500, 24.2025
27031, 2445000, 25.9761
27044, 2446500, 27.4658
27056, 2448000, 26.3744
27069, 2449500, 28.8629
27082, 2451000, 30.4543
27095, 2452500, 23.0855
27108, 2454000, 28.251
27121, 2455500, 29.407
27134, 2457000, 29.7765
27146, 2458500, 28.4253
27159, 2460000, 25.578
27172, 2461500, 26.6633
27185, 2463000, 28.9167
27197, 2464500, 28.9359
27209, 2466000, 31.4046
27221, 2467500, 30.5678
27234, 2469000, 30.0904
27247, 2470500, 29.8835
27260, 2472000, 27.4696
27272, 2473500, 30.0191
27284, 2475000, 29.5787
27296, 2476500, 28.5755
27308, 2478000, 34.0957
27321, 2479500, 29.5852
27332, 2481000, 29.5984
27346, 2482500, 31.1353
27358, 2484000, 28.9755
27370, 2485500, 32.9964
27382, 2487000, 31.1729
27393, 2488500, 34.1956
27406, 2490000, 32.1497
27418, 2491500, 34.4324
27430, 2493000, 37.969
27442, 2494500, 31.628
27455, 2496000, 31.3159
27466, 2497500, 31.5092
27477, 2499000, 32.792
27489, 2500500, 31.6358
27500, 2502000, 35.3694
27512, 2503500, 35.301
27523, 2505000, 37.9661
27535, 2506500, 38.4978
27546, 2508000, 37.9185
27557, 2509500, 35.3867
27568, 2511000, 33.4022
27579, 2512500, 38.8959
27591, 2514000, 41.0292
27602, 2515500, 37.9706
27614, 2517000, 40.1981
27625, 2518500, 37.3324
27636, 2520000, 37.5058
27648, 2521500, 43.2137
27659, 2523000, 39.0633
27670, 2524500, 42.6857
27681, 2526000, 40.6107
27691, 2527500, 41.5599
27703, 2529000, 36.6212
27714, 2530500, 40.8658
27725, 2532000, 41.1252
27736, 2533500, 41.556
27746, 2535000, 39.3679
27757, 2536500, 43.2466
27768, 2538000, 41.199
27778, 2539500, 40.5296
27789, 2541000, 41.4976
27799, 2542500, 40.6429
27811, 2544000, 40.936
27821, 2545500, 42.5563
27832, 2547000, 38.9721
27843, 2548500, 42.0014
27854, 2550000, 41.9171
27864, 2551500, 44.4884
27875, 2553000, 43.8095
27886, 2554500, 45.0581
27896, 2556000, 41.415
27907, 2557500, 47.235
27917, 2559000, 48.8065
27928, 2560500, 42.7084
27938, 2562000, 40.1866
27949, 2563500, 46.8619
27960, 2565000, 54.6512
27970, 2566500, 54.0582
27981, 2568000, 52.5444
27992, 2569500, 60.3179
28002, 2571000, 59.9544
28013, 2572500, 45.5177
28025, 2574000, 58.5705
28036, 2575500, 62.4098
28047, 2577000, 67.3629
28057, 2578500, 69.0298
28069, 2580000, 53.2263
28079, 2581500, 65.0854
28090, 2583000, 67.52
28101, 2584500, 67.3411
28112, 2586000, 59.5675
28123, 2587500, 60.539
28134, 2589000, 59.509
28145, 2590500, 69.0319
28156, 2592000, 62.6987
28167, 2593500, 62.7733
28178, 2595000, 68.6405
28189, 2596500, 64.1301
28200, 2598000, 65.7246
28210, 2599500, 69.0814
28222, 2601000, 64.5395
28232, 2602500, 69.0316
28243, 2604000, 66.1089
28254, 2605500, 69.0655
28265, 2607000, 63.7473
28276, 2608500, 68.4943
28287, 2610000, 63.1901
28297, 2611500, 69.033
28308, 2613000, 69.0741
28319, 2614500, 69.1019
28330, 2616000, 69.0306
28340, 2617500, 69.0346
28351, 2619000, 65.8558
28362, 2620500, 69.1238
28373, 2622000, 69.0518
28384, 2623500, 64.6859
28394, 2625000, 69.04
28405, 2626500, 65.7895
28416, 2628000, 65.5682
28427, 2629500, 68.6627
28438, 2631000, 64.4655
28449, 2632500, 68.991
28459, 2634000, 67.357
28470, 2635500, 63.5766
28481, 2637000, 68.9363
28491, 2638500, 69.1246
28502, 2640000, 69.1157
28513, 2641500, 67.4876
28524, 2643000, 58.1333
28535, 2644500, 62.368
28546, 2646000, 69.1428
28557, 2647500, 69.1779
28568, 2649000, 69.1704
28578, 2650500, 69.2086
28589, 2652000, 69.1906
28600, 2653500, 69.1991
28610, 2655000, 69.2397
28621, 2656500, 69.1125
28632, 2658000, 65.8595
28643, 2659500, 67.5201
28653, 2661000, 69.1573
28664, 2662500, 69.1807
28675, 2664000, 69.2103
28686, 2665500, 69.2069
28697, 2667000, 65.8487
28707, 2668500, 69.1669
28718, 2670000, 62.6828
28729, 2671500, 69.1757
28740, 2673000, 69.1869
28751, 2674500, 65.8744
28761, 2676000, 69.1505
28772, 2677500, 69.1312
28783, 2679000, 69.2035
28794, 2680500, 69.1995
28804, 2682000, 69.1495
28815, 2683500, 69.1818
28826, 2685000, 69.1444
28837, 2686500, 69.1546
28848, 2688000, 69.1522
28858, 2689500, 69.1353
28869, 2691000, 69.1152
28880, 2692500, 69.1874
28891, 2694000, 69.1497
28902, 2695500, 69.1787
28912, 2697000, 69.052
28923, 2698500, 69.0738
28934, 2700000, 69.128
28945, 2701500, 67.4797
28956, 2703000, 69.0869
28967, 2704500, 64.1823
28978, 2706000, 69.09
28989, 2707500, 65.8368
29000, 2709000, 69.1236
29011, 2710500, 69.1198
29021, 2712000, 69.0894
29032, 2713500, 69.0837
29043, 2715000, 65.8399
29054, 2716500, 69.0748
29065, 2718000, 69.0929
29076, 2719500, 69.1149
29086, 2721000, 67.2254
29097, 2722500, 69.0977
29108, 2724000, 69.1366
29119, 2725500, 69.1748
29130, 2727000, 69.1037
29140, 2728500, 69.081
29151, 2730000, 69.2061
29162, 2731500, 69.1482
29173, 2733000, 69.1293
29184, 2734500, 69.1434
29194, 2736000, 67.3505
29205, 2737500, 69.2008
29216, 2739000, 66.1884
29227, 2740500, 69.2185
29237, 2742000, 69.1888
29248, 2743500, 69.1959
29259, 2745000, 69.2215
29270, 2746500, 69.1693
29280, 2748000, 69.1912
29291, 2749500, 69.2014
29302, 2751000, 69.2502
29313, 2752500, 69.1868
29324, 2754000, 69.1756
29335, 2755500, 65.8754
29345, 2757000, 69.1647
29356, 2758500, 69.1717
29367, 2760000, 69.1282
29378, 2761500, 69.1729
29389, 2763000, 69.1086
29399, 2764500, 69.1374
29410, 2766000, 69.1955
29421, 2767500, 69.1897
29432, 2769000, 69.1645
29443, 2770500, 69.1653
29454, 2772000, 69.1766
29465, 2773500, 63.1305
29476, 2775000, 69.1592
29487, 2776500, 69.2175
29497, 2778000, 69.2039
29508, 2779500, 69.1971
29519, 2781000, 69.1848
29530, 2782500, 69.1115
29540, 2784000, 69.1468
29551, 2785500, 69.1995
29562, 2787000, 69.1697
29573, 2788500, 69.1248
29583, 2790000, 69.2351
29594, 2791500, 69.2035
29605, 2793000, 69.1412
29616, 2794500, 69.1426
29627, 2796000, 69.1388
29637, 2797500, 69.1553
29648, 2799000, 69.1053
29659, 2800500, 69.1476
29670, 2802000, 67.5172
29681, 2803500, 69.1262
29692, 2805000, 69.1452
29702, 2806500, 69.1279
29713, 2808000, 69.0845
29724, 2809500, 69.1109
29735, 2811000, 69.1332
29746, 2812500, 69.1059
29757, 2814000, 69.1039
29767, 2815500, 69.0747
29778, 2817000, 69.1579
29789, 2818500, 69.0793
29800, 2820000, 69.1137
29811, 2821500, 69.0539
29822, 2823000, 69.0479
29833, 2824500, 69.0463
29844, 2826000, 62.3894
29855, 2827500, 69.0159
29866, 2829000, 69.0094
29877, 2830500, 69.0458
29888, 2832000, 69.049
29899, 2833500, 68.983
29910, 2835000, 69.0462
29920, 2836500, 69.0774
29931, 2838000, 69.0357
29942, 2839500, 68.9853
29953, 2841000, 69.0082
29964, 2842500, 63.0608
29975, 2844000, 69.022
29986, 2845500, 68.9524
29997, 2847000, 59.8511
30008, 2848500, 68.9122
30019, 2850000, 68.9084
30031, 2851500, 60.5332
30041, 2853000, 68.8972
30052, 2854500, 68.8674
30063, 2856000, 68.8793
30074, 2857500, 68.8666
30085, 2859000, 68.813
30096, 2860500, 68.8365
30107, 2862000, 68.8678
30118, 2863500, 68.8427
30129, 2865000, 68.8147
30139, 2866500, 68.8887
30151, 2868000, 65.1778
30161, 2869500, 68.9169
30172, 2871000, 68.7628
30183, 2872500, 62.9801
30195, 2874000, 58.7008
30206, 2875500, 68.3745
30216, 2877000, 68.8296
30228, 2878500, 63.5147
30238, 2880000, 68.8775
30249, 2881500, 68.8532
30260, 2883000, 68.901
30271, 2884500, 68.9059
30282, 2886000, 68.94
30293, 2887500, 68.9085
30304, 2889000, 68.9602
30315, 2890500, 68.9774
30326, 2892000, 68.9404
30337, 2893500, 68.9793
30348, 2895000, 68.974
30359, 2896500, 68.9726
30370, 2898000, 69.0371
30381, 2899500, 68.9572
30392, 2901000, 68.9649
30403, 2902500, 68.9919
30414, 2904000, 68.9237
30425, 2905500, 68.9536
30436, 2907000, 68.973
30447, 2908500, 68.9712
30458, 2910000, 68.9711
30469, 2911500, 68.9663
30480, 2913000, 68.9698
30491, 2914500, 68.9794
30502, 2916000, 68.958
30513, 2917500, 69.0127
30524, 2919000, 68.9635
30535, 2920500, 68.9983
30546, 2922000, 69.0331
30557, 2923500, 68.9986
30568, 2925000, 68.976
30579, 2926500, 68.9573
30590, 2928000, 68.9713
30601, 2929500, 69.0004
30611, 2931000, 69.0306
30623, 2932500, 68.9799
30634, 2934000, 68.9425
30645, 2935500, 68.97
30656, 2937000, 68.9511
30667, 2938500, 68.9934
30678, 2940000, 69.05
30689, 2941500, 69.0107
30700, 2943000, 69.0275
30711, 2944500, 68.9394
30722, 2946000, 68.9668
30733, 2947500, 68.8838
30744, 2949000, 68.9135
30756, 2950500, 68.8939
30767, 2952000, 68.9366
30778, 2953500, 68.9417
30789, 2955000, 68.9226
30801, 2956500, 61.4078
30812, 2958000, 68.9036
30823, 2959500, 68.8768
30834, 2961000, 68.8416
30846, 2962500, 68.9497
30857, 2964000, 68.863
30868, 2965500, 68.8836
30879, 2967000, 68.8369
30890, 2968500, 68.7955
30902, 2970000, 61.3241
30913, 2971500, 68.8167
30925, 2973000, 68.7893
30936, 2974500, 68.8248
30948, 2976000, 62.8744
30959, 2977500, 68.7497
30970, 2979000, 68.7665
30981, 2980500, 68.8211
30993, 2982000, 61.2848
31004, 2983500, 68.8624
31015, 2985000, 68.8644
31027, 2986500, 68.8492
31038, 2988000, 68.8126
31049, 2989500, 68.8723
31060, 2991000, 68.8047
31071, 2992500, 68.8619
31083, 2994000, 68.8311
31094, 2995500, 68.8912
31105, 2997000, 68.8857
31116, 2998500, 68.7908
31128, 3000000, 68.8951
